metric,measurement,timestep,episode,model,env
moving_rewards,35.1021116779858,50,1512,RainbowDQNAgent,
episode_rewards,29.637303929545475,50,1513,RainbowDQNAgent,
timestep_rewards,"[0.5220205256549463, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551, 0.5941894572222551]",50,1513,RainbowDQNAgent,
moving_rewards,34.89848471728126,50,1513,RainbowDQNAgent,
episode_rewards,49.786398109331735,50,1514,RainbowDQNAgent,
timestep_rewards,"[0.7863981093317364, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1514,RainbowDQNAgent,
moving_rewards,34.89857552327954,50,1514,RainbowDQNAgent,
episode_rewards,50.0,50,1515,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1515,RainbowDQNAgent,
moving_rewards,35.25857552327953,50,1515,RainbowDQNAgent,
episode_rewards,50.0,50,1516,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1516,RainbowDQNAgent,
moving_rewards,35.306575523279534,50,1516,RainbowDQNAgent,
episode_rewards,32.848369652913114,50,1517,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 0.40483696529131236, 0.40483696529131236, 0.40483696529131236, 0.40483696529131236, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.40483696529131236, 0.40483696529131236, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 0.40483696529131236, 0.40483696529131236, 0.40483696529131236, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.40483696529131236]",50,1517,RainbowDQNAgent,
moving_rewards,35.28740399003868,50,1517,RainbowDQNAgent,
episode_rewards,49.97711268875672,50,1518,RainbowDQNAgent,
timestep_rewards,"[0.9771126887567163, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1518,RainbowDQNAgent,
moving_rewards,35.44007025791218,50,1518,RainbowDQNAgent,
episode_rewards,29.138642562757784,50,1519,RainbowDQNAgent,
timestep_rewards,"[0.5846606406894495, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.5846606406894495, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.5846606406894495, 0.2, 0.2, 0.2, 0.5846606406894495, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1519,RainbowDQNAgent,
moving_rewards,35.56950585645118,50,1519,RainbowDQNAgent,
episode_rewards,14.60257862691268,50,1520,RainbowDQNAgent,
timestep_rewards,"[0.6113278251596341, 0.2, 0.2, 0.5989605182756719, 0.8006061372720126, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.5989605182756719, 0.2, 0.2, 0.2, 0.2]",50,1520,RainbowDQNAgent,
moving_rewards,35.447531642720314,50,1520,RainbowDQNAgent,
episode_rewards,20.195592900306615,50,1521,RainbowDQNAgent,
timestep_rewards,"[0.7955929003066302, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2]",50,1521,RainbowDQNAgent,
moving_rewards,35.1504485041918,50,1521,RainbowDQNAgent,
episode_rewards,11.59999999999999,50,1522,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1522,RainbowDQNAgent,
moving_rewards,35.092963446921985,50,1522,RainbowDQNAgent,
episode_rewards,49.2,50,1523,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1523,RainbowDQNAgent,
moving_rewards,35.08731103816138,50,1523,RainbowDQNAgent,
episode_rewards,49.2,50,1524,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1524,RainbowDQNAgent,
moving_rewards,35.07931103816137,50,1524,RainbowDQNAgent,
episode_rewards,33.7814014159858,50,1525,RainbowDQNAgent,
timestep_rewards,"[0.7814014159858005, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1525,RainbowDQNAgent,
moving_rewards,34.91712505232123,50,1525,RainbowDQNAgent,
episode_rewards,49.46333844225248,50,1526,RainbowDQNAgent,
timestep_rewards,"[0.4633384422524813, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1526,RainbowDQNAgent,
moving_rewards,35.18375843674376,50,1526,RainbowDQNAgent,
episode_rewards,48.4,50,1527,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1527,RainbowDQNAgent,
moving_rewards,35.35975843674375,50,1527,RainbowDQNAgent,
episode_rewards,47.6,50,1528,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1528,RainbowDQNAgent,
moving_rewards,35.71175843674376,50,1528,RainbowDQNAgent,
episode_rewards,21.199999999999978,50,1529,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1529,RainbowDQNAgent,
moving_rewards,35.42375843674375,50,1529,RainbowDQNAgent,
episode_rewards,48.09690673758525,50,1530,RainbowDQNAgent,
timestep_rewards,"[0.6969067375852489, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1530,RainbowDQNAgent,
moving_rewards,35.62872750411962,50,1530,RainbowDQNAgent,
episode_rewards,49.2,50,1531,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1531,RainbowDQNAgent,
moving_rewards,35.643839250912166,50,1531,RainbowDQNAgent,
episode_rewards,9.999999999999996,50,1532,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1532,RainbowDQNAgent,
moving_rewards,35.44569668262492,50,1532,RainbowDQNAgent,
episode_rewards,28.38061751964295,50,1533,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.31151678852042153, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.31151678852042153, 0.2, 0.31151678852042153, 0.2, 0.2, 0.2, 0.2, 0.2, 0.31151678852042153, 0.2, 0.2, 0.2, 0.2, 0.2, 0.31151678852042153, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.31151678852042153, 1.0, 1.0, 0.31151678852042153, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1533,RainbowDQNAgent,
moving_rewards,35.24602023344981,50,1533,RainbowDQNAgent,
episode_rewards,50.0,50,1534,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1534,RainbowDQNAgent,
moving_rewards,35.61161391931919,50,1534,RainbowDQNAgent,
episode_rewards,27.599999999999987,50,1535,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 1.0, 1.0]",50,1535,RainbowDQNAgent,
moving_rewards,35.771613919319186,50,1535,RainbowDQNAgent,
episode_rewards,46.8,50,1536,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1536,RainbowDQNAgent,
moving_rewards,36.10761391931919,50,1536,RainbowDQNAgent,
episode_rewards,37.438240418018324,50,1537,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 0.4382404180183187, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0]",50,1537,RainbowDQNAgent,
moving_rewards,35.99799632349937,50,1537,RainbowDQNAgent,
episode_rewards,48.897412926693285,50,1538,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.6974129266932835, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1538,RainbowDQNAgent,
moving_rewards,35.98697045276631,50,1538,RainbowDQNAgent,
episode_rewards,38.800000000000004,50,1539,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1539,RainbowDQNAgent,
moving_rewards,35.88297045276631,50,1539,RainbowDQNAgent,
episode_rewards,47.6,50,1540,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1540,RainbowDQNAgent,
moving_rewards,36.25097045276631,50,1540,RainbowDQNAgent,
episode_rewards,44.4,50,1541,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1541,RainbowDQNAgent,
moving_rewards,36.53097045276631,50,1541,RainbowDQNAgent,
episode_rewards,49.2,50,1542,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1542,RainbowDQNAgent,
moving_rewards,36.902448127348414,50,1542,RainbowDQNAgent,
episode_rewards,46.23268765249236,50,1543,RainbowDQNAgent,
timestep_rewards,"[0.7438068636434252, 0.2, 0.37787388005095296, 0.2, 1.0, 0.5703356362659946, 0.5703356362659946, 0.5703356362659946, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1543,RainbowDQNAgent,
moving_rewards,36.867207150754126,50,1543,RainbowDQNAgent,
episode_rewards,34.28256922057112,50,1544,RainbowDQNAgent,
timestep_rewards,"[0.482569220571132, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1544,RainbowDQNAgent,
moving_rewards,37.09403284295985,50,1544,RainbowDQNAgent,
episode_rewards,50.0,50,1545,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1545,RainbowDQNAgent,
moving_rewards,37.1123840083249,50,1545,RainbowDQNAgent,
episode_rewards,12.199694003666004,50,1546,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.7996940036660135, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1546,RainbowDQNAgent,
moving_rewards,36.735759203903996,50,1546,RainbowDQNAgent,
episode_rewards,49.2,50,1547,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1547,RainbowDQNAgent,
moving_rewards,36.73192111676887,50,1547,RainbowDQNAgent,
episode_rewards,38.0,50,1548,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1548,RainbowDQNAgent,
moving_rewards,36.947921116768875,50,1548,RainbowDQNAgent,
episode_rewards,13.199999999999989,50,1549,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1549,RainbowDQNAgent,
moving_rewards,36.83592111676888,50,1549,RainbowDQNAgent,
episode_rewards,50.0,50,1550,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1550,RainbowDQNAgent,
moving_rewards,36.83592111676887,50,1550,RainbowDQNAgent,
episode_rewards,25.999999999999982,50,1551,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1551,RainbowDQNAgent,
moving_rewards,36.990209412501024,50,1551,RainbowDQNAgent,
episode_rewards,49.2,50,1552,RainbowDQNAgent,
