metric,measurement,timestep,episode,model,env
moving_rewards,40.089041484085335,50,1372,RainbowDQNAgent,
episode_rewards,50.0,50,1373,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1373,RainbowDQNAgent,
moving_rewards,40.48389097654549,50,1373,RainbowDQNAgent,
episode_rewards,48.4,50,1374,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1374,RainbowDQNAgent,
moving_rewards,40.7072410344164,50,1374,RainbowDQNAgent,
episode_rewards,50.0,50,1375,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1375,RainbowDQNAgent,
moving_rewards,40.70909552657029,50,1375,RainbowDQNAgent,
episode_rewards,48.4,50,1376,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1376,RainbowDQNAgent,
moving_rewards,40.696993837037674,50,1376,RainbowDQNAgent,
episode_rewards,50.0,50,1377,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1377,RainbowDQNAgent,
moving_rewards,40.696993837037674,50,1377,RainbowDQNAgent,
episode_rewards,49.75752180444837,50,1378,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.7575218044483762, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1378,RainbowDQNAgent,
moving_rewards,40.6987922510864,50,1378,RainbowDQNAgent,
episode_rewards,12.399999999999988,50,1379,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1379,RainbowDQNAgent,
moving_rewards,40.32625519496716,50,1379,RainbowDQNAgent,
episode_rewards,16.26755120223608,50,1380,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.5865371713657381, 0.2, 0.2, 0.2, 0.2, 0.5865371713657381, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.894476859504605, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1380,RainbowDQNAgent,
moving_rewards,40.00883813351328,50,1380,RainbowDQNAgent,
episode_rewards,40.4,50,1381,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1381,RainbowDQNAgent,
moving_rewards,39.913934499204444,50,1381,RainbowDQNAgent,
episode_rewards,11.111869118046682,50,1382,RainbowDQNAgent,
timestep_rewards,"[0.6496250995353705, 0.8622440185113174, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1382,RainbowDQNAgent,
moving_rewards,39.880506948947115,50,1382,RainbowDQNAgent,
episode_rewards,46.8,50,1383,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1383,RainbowDQNAgent,
moving_rewards,40.22450694894711,50,1383,RainbowDQNAgent,
episode_rewards,25.19999999999998,50,1384,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1384,RainbowDQNAgent,
moving_rewards,40.34159775765845,50,1384,RainbowDQNAgent,
episode_rewards,45.966008087878706,50,1385,RainbowDQNAgent,
timestep_rewards,"[0.6648239263063858, 0.521603822868963, 0.24545756432181065, 1.0, 0.521603822868963, 0.24545756432181065, 1.0, 0.521603822868963, 0.24545756432181065, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1385,RainbowDQNAgent,
moving_rewards,40.68104475007222,50,1385,RainbowDQNAgent,
episode_rewards,49.879018778648444,50,1386,RainbowDQNAgent,
timestep_rewards,"[0.9617778989760837, 0.9172408796723559, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1386,RainbowDQNAgent,
moving_rewards,40.98372594562317,50,1386,RainbowDQNAgent,
episode_rewards,50.0,50,1387,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1387,RainbowDQNAgent,
moving_rewards,41.25819954997403,50,1387,RainbowDQNAgent,
episode_rewards,48.95750387755389,50,1388,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.7575038775538928, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1388,RainbowDQNAgent,
moving_rewards,41.290431339944135,50,1388,RainbowDQNAgent,
episode_rewards,49.933506432940575,50,1389,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.9335064329405725, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1389,RainbowDQNAgent,
moving_rewards,41.29043339153784,50,1389,RainbowDQNAgent,
episode_rewards,50.0,50,1390,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1390,RainbowDQNAgent,
moving_rewards,41.34385922429837,50,1390,RainbowDQNAgent,
episode_rewards,13.221930546162643,50,1391,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 0.22193054616265898, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1391,RainbowDQNAgent,
moving_rewards,40.99207852975999,50,1391,RainbowDQNAgent,
episode_rewards,49.82381102727145,50,1392,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.8238110272714436, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1392,RainbowDQNAgent,
moving_rewards,40.99031664003271,50,1392,RainbowDQNAgent,
episode_rewards,50.0,50,1393,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1393,RainbowDQNAgent,
moving_rewards,40.99417547577166,50,1393,RainbowDQNAgent,
episode_rewards,49.571661734007805,50,1394,RainbowDQNAgent,
timestep_rewards,"[0.7704105565817201, 0.801251177426083, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1394,RainbowDQNAgent,
moving_rewards,41.02071884247051,50,1394,RainbowDQNAgent,
episode_rewards,48.4,50,1395,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1395,RainbowDQNAgent,
moving_rewards,41.144415535571426,50,1395,RainbowDQNAgent,
episode_rewards,41.199999999999996,50,1396,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1396,RainbowDQNAgent,
moving_rewards,41.05680041082815,50,1396,RainbowDQNAgent,
episode_rewards,47.061181663500705,50,1397,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.9277004028984654, 0.2, 0.8092295411410163, 0.2, 0.7242517194612219, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1397,RainbowDQNAgent,
moving_rewards,41.07776810269229,50,1397,RainbowDQNAgent,
episode_rewards,49.67455360861126,50,1398,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.6745536086112587, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1398,RainbowDQNAgent,
moving_rewards,41.07496767153872,50,1398,RainbowDQNAgent,
episode_rewards,48.952845953742624,50,1399,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.7528459537426215, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1399,RainbowDQNAgent,
moving_rewards,41.464496131076146,50,1399,RainbowDQNAgent,
episode_rewards,47.77937521675355,50,1400,RainbowDQNAgent,
timestep_rewards,"[0.8062258356634118, 0.2, 0.591049793696714, 0.591049793696714, 0.591049793696714, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1400,RainbowDQNAgent,
moving_rewards,41.44386049019026,50,1400,RainbowDQNAgent,
episode_rewards,34.8,50,1401,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1401,RainbowDQNAgent,
moving_rewards,41.291860490190274,50,1401,RainbowDQNAgent,
episode_rewards,50.0,50,1402,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1402,RainbowDQNAgent,
moving_rewards,41.36065165639985,50,1402,RainbowDQNAgent,
episode_rewards,36.93040780384251,50,1403,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.730407803842511, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1403,RainbowDQNAgent,
moving_rewards,41.23347075805641,50,1403,RainbowDQNAgent,
episode_rewards,21.199999999999978,50,1404,RainbowDQNAgent,
timestep_rewards,"[0.2, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2]",50,1404,RainbowDQNAgent,
moving_rewards,40.99347075805642,50,1404,RainbowDQNAgent,
episode_rewards,48.4,50,1405,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1405,RainbowDQNAgent,
moving_rewards,40.99094100030021,50,1405,RainbowDQNAgent,
episode_rewards,12.640819636123977,50,1406,RainbowDQNAgent,
timestep_rewards,"[0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.2, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.5192179464883822, 0.5192179464883822, 0.5192179464883822, 0.5192179464883822, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978, 0.23030995222600978]",50,1406,RainbowDQNAgent,
moving_rewards,40.64573011925108,50,1406,RainbowDQNAgent,
episode_rewards,49.899155356723114,50,1407,RainbowDQNAgent,
timestep_rewards,"[0.8991553567231165, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1407,RainbowDQNAgent,
moving_rewards,40.65554072848104,50,1407,RainbowDQNAgent,
episode_rewards,15.599999999999982,50,1408,RainbowDQNAgent,
timestep_rewards,"[0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 1.0, 0.2, 0.2, 0.2, 0.2]",50,1408,RainbowDQNAgent,
moving_rewards,40.68069329486024,50,1408,RainbowDQNAgent,
episode_rewards,35.775953133127636,50,1409,RainbowDQNAgent,
timestep_rewards,"[0.4197663873147288, 0.4197663873147288, 1.0, 0.2, 0.2, 0.2, 1.0, 0.7364203584981766, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 1.0, 0.2, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",50,1409,RainbowDQNAgent,
moving_rewards,40.619387544966145,50,1409,RainbowDQNAgent,
episode_rewards,49.2,50,1410,RainbowDQNAgent,
timestep_rewards,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2]",50,1410,RainbowDQNAgent,
moving_rewards,40.61470433784688,50,1410,RainbowDQNAgent,
episode_rewards,34.8,50,1411,RainbowDQNAgent,
timestep_rewards,"[1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 0.2, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 0.2, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0]",50,1411,RainbowDQNAgent,
moving_rewards,40.821411524496924,50,1411,RainbowDQNAgent,
episode_rewards,30.799999999999994,50,1412,RainbowDQNAgent,
